,id,date,employee,action,frame,seconds
1408,2664,2022-05-26 10:32:01 ,0,13.0,0.0,0.0
1409,2665,2022-05-26 10:38:37,0,6.0,47651.0,1906.04
1410,2666,2022-05-26 10:39:13,0,4.0,47911.0,1916.44
1411,2667,2022-05-26 10:40:57,0,0.0,48471.0,1938.84
1412,2668,2022-05-26 10:41:12,0,0.0,48726.0,1949.04
1413,2669,2022-05-26 10:41:38,11,2.0,49316.0,1972.64
1414,2670,2022-05-26 10:41:38,11,2.0,49316.0,1972.64
1415,2671,2022-05-26 10:41:39,2,2.0,49341.0,1973.64
1416,2672,2022-05-26 10:41:41,10,2.0,49391.0,1975.64
1417,2673,2022-05-26 10:41:51,6,4.0,49641.0,1985.64
1418,2674,2022-05-26 10:41:55,0,16.0,49741.0,1989.64
1419,2675,2022-05-26 10:42:13,0,0.0,49932.0,1997.28
1420,2676,2022-05-26 10:43:24,0,4.0,50526.0,2021.04
1421,2677,2022-05-26 10:43:33,0,14.0,50751.0,2030.04
1422,2678,2022-05-26 10:44:25,0,14.0,51052.0,2042.08
1423,2679,2022-05-26 10:44:31,0,4.0,51202.0,2048.08
1424,2680,2022-05-26 10:44:59,6,14.0,51301.0,2052.04
1425,2681,2022-05-26 10:46:48,6,4.0,51607.0,2064.28
1426,2682,2022-05-26 10:47:48,6,14.0,51886.0,2075.44
1427,2683,2022-05-26 10:55:20,0,14.0,52166.0,2086.64
1428,2684,2022-05-26 10:55:45,0,4.0,52631.0,2105.24
1429,2685,2022-05-26 10:55:46,2,12.0,52656.0,2106.24
1430,2686,2022-05-26 10:55:54,2,3.0,52856.0,2114.24
1431,2687,2022-05-26 10:56:18,0,14.0,53036.0,2121.44
1432,2688,2022-05-26 10:56:25,0,4.0,53212.0,2128.48
1433,2689,2022-05-26 10:56:37,0,14.0,53292.0,2131.68
1434,2690,2022-05-26 10:56:58,2,13.0,53816.0,2152.64
1435,2691,2022-05-26 11:05:26,0,0.0,54556.0,2182.24
1436,2692,2022-05-26 11:05:27,10,12.0,54581.0,2183.24
1437,2693,2022-05-26 11:05:31,11,12.0,54681.0,2187.24
1438,2694,2022-05-26 11:05:35,11,2.0,54781.0,2191.24
1439,2695,2022-05-26 11:05:39,11,12.0,54881.0,2195.24
1440,2696,2022-05-26 11:05:43,11,12.0,54981.0,2199.24
1441,2697,2022-05-26 11:05:44,10,4.0,55006.0,2200.24
1442,2698,2022-05-26 11:05:46,10,14.0,55056.0,2202.24
1443,2699,2022-05-26 11:05:47,0,2.0,55081.0,2203.24
1444,2700,2022-05-26 11:05:48,11,2.0,55106.0,2204.24
1445,2701,2022-05-26 11:05:52,11,2.0,55206.0,2208.24
1446,2702,2022-05-26 11:06:04,10,2.0,55507.0,2220.28
1447,2703,2022-05-26 11:06:19,0,12.0,55762.0,2230.48
1448,2704,2022-05-26 11:06:55,0,4.0,56201.0,2248.04
1449,2705,2022-05-26 11:06:58,0,14.0,56276.0,2251.04
1450,2706,2022-05-26 11:07:17,0,3.0,56731.0,2269.24
1451,2707,2022-05-26 11:08:08,0,13.0,57126.0,2285.04
1452,2708,2022-05-26 11:08:16,0,5.0,57326.0,2293.04
1453,2709,2022-05-26 11:08:57,0,15.0,57671.0,2306.84
1454,2710,2022-05-26 11:09:18,0,6.0,58016.0,2320.64
1455,2711,2022-05-26 11:10:12,0,16.0,58606.0,2344.24
1456,2712,2022-05-26 11:11:29,11,12.0,59351.0,2374.04
1457,2713,2022-05-26 11:11:34,10,12.0,59476.0,2379.04
1458,2714,2022-05-26 11:11:39,11,12.0,59601.0,2384.04
1459,2715,2022-05-26 11:14:36,11,14.0,60326.0,2413.04
1460,2716,2022-05-26 11:14:37,11,14.0,60351.0,2414.04
1461,2717,2022-05-26 11:14:38,10,14.0,60376.0,2415.04
1462,2718,2022-05-26 11:14:47,10,5.0,60601.0,2424.04
1463,2719,2022-05-26 11:14:48,11,5.0,60626.0,2425.04
1464,2720,2022-05-26 11:14:48,11,5.0,60626.0,2425.04
1465,2721,2022-05-26 11:18:04,10,15.0,60807.0,2432.28
1466,2722,2022-05-26 11:18:06,10,4.0,60857.0,2434.28
1467,2723,2022-05-26 11:19:16,10,14.0,61086.0,2443.44
1468,2724,2022-05-26 11:19:18,10,5.0,61136.0,2445.44
1469,2725,2022-05-26 11:25:26,10,15.0,61821.0,2472.84
1470,2726,2022-05-26 11:25:28,10,4.0,61867.0,2474.68
1471,2727,2022-05-26 11:25:30,10,15.0,61917.0,2476.68
1472,2728,2022-05-26 11:26:31,10,14.0,63001.0,2520.04
1473,2729,2022-05-26 11:26:34,10,5.0,63076.0,2523.04
1474,2730,2022-05-26 11:26:50,10,5.0,63296.0,2531.84
1475,2731,2022-05-26 11:36:41,6,15.0,63791.0,2551.64
1476,2732,2022-05-26 11:36:43,6,4.0,63841.0,2553.64
1477,2733,2022-05-26 11:37:07,6,14.0,64081.0,2563.24
1478,2734,2022-05-26 11:37:09,6,5.0,64131.0,2565.24
1479,2735,2022-05-26 11:39:24,0,14.0,64366.0,2574.64
1480,2736,2022-05-26 11:39:25,0,5.0,64391.0,2575.64
1481,2737,2022-05-26 11:43:30,0,15.0,64676.0,2587.04
1482,2738,2022-05-26 11:43:32,0,4.0,64726.0,2589.04
1483,2739,2022-05-26 11:44:37,0,14.0,64912.0,2596.48
1484,2740,2022-05-26 11:44:40,0,5.0,64987.0,2599.48
1485,2741,2022-05-26 11:44:46,0,15.0,65137.0,2605.48
1486,2742,2022-05-26 11:44:48,0,4.0,65187.0,2607.48
1487,2743,2022-05-26 11:45:55,6,15.0,65421.0,2616.84
1488,2744,2022-05-26 11:45:56,6,4.0,65446.0,2617.84
1489,2745,2022-05-26 11:46:44,6,14.0,65726.0,2629.04
1490,2746,2022-05-26 11:46:45,6,5.0,65751.0,2630.04
1491,2747,2022-05-26 11:46:51,6,15.0,65901.0,2636.04
1492,2748,2022-05-26 11:47:48,6,13.0,66046.0,2641.84
1493,2749,2022-05-26 11:47:57,6,4.0,66271.0,2650.84
1494,2750,2022-05-26 11:48:10,6,14.0,66496.0,2659.84
1495,2751,2022-05-26 11:48:12,6,5.0,66546.0,2661.84
1496,2752,2022-05-26 11:52:27,6,15.0,66801.0,2672.04
1497,2753,2022-05-26 11:52:28,6,4.0,66826.0,2673.04
1498,2754,2022-05-26 11:52:34,6,14.0,66976.0,2679.04
1499,2755,2022-05-26 11:52:36,6,5.0,67026.0,2681.04
1500,2756,2022-05-26 11:52:47,0,14.0,67061.0,2682.44
1501,2757,2022-05-26 11:52:50,0,5.0,67136.0,2685.44
1502,2758,2022-05-26 11:55:50,2,14.0,67396.0,2695.84
1503,2759,2022-05-26 11:55:57,2,3.0,67571.0,2702.84
1504,2760,2022-05-26 11:56:46,2,13.0,68137.0,2725.48
1505,2761,2022-05-26 11:56:54,2,4.0,68337.0,2733.48
1506,2762,2022-05-26 12:33:02,6,15.0,69116.0,2764.64
1507,2763,2022-05-26 12:33:04,6,4.0,69166.0,2766.64
1508,2764,2022-05-26 12:33:20,6,14.0,69386.0,2775.44
1509,2765,2022-05-26 12:33:22,6,5.0,69436.0,2777.44
1510,2766,2022-05-26 12:40:03,2,14.0,69682.0,2787.28
1511,2767,2022-05-26 12:40:05,2,5.0,69732.0,2789.28
1512,2768,2022-05-26 12:44:11,2,15.0,69981.0,2799.24
1513,2769,2022-05-26 12:44:12,2,4.0,70006.0,2800.24
1514,2770,2022-05-26 12:45:31,4,15.0,70261.0,2810.44
1515,2771,2022-05-26 12:45:32,4,4.0,70286.0,2811.44
1516,2772,2022-05-26 13:01:23,2,14.0,70781.0,2831.24
1517,2773,2022-05-26 13:01:30,2,4.0,70957.0,2838.28
1518,2774,2022-05-26 13:16:19,10,15.0,71182.0,2847.28
1519,2775,2022-05-26 13:16:21,10,15.0,71232.0,2849.28
1520,2776,2022-05-26 13:16:26,2,14.0,71356.0,2854.24
1521,2777,2022-05-26 13:18:24,2,4.0,72147.0,2885.88
1522,2778,2022-05-26 13:18:27,10,4.0,72222.0,2888.88
1523,2779,2022-05-26 13:19:06,10,14.0,72421.0,2896.84
1524,2780,2022-05-26 13:19:09,10,5.0,72491.0,2899.64
1525,2781,2022-05-26 13:19:12,10,5.0,72566.0,2902.64
1526,2782,2022-05-26 13:22:08,10,15.0,72746.0,2909.84
1527,2783,2022-05-26 13:22:09,10,4.0,72771.0,2910.84
1528,2784,2022-05-26 13:24:22,10,14.0,73016.0,2920.64
1529,2785,2022-05-26 13:24:23,10,5.0,73041.0,2921.64
1530,2786,2022-05-26 13:24:23,2,14.0,73041.0,2921.64
1531,2787,2022-05-26 13:24:25,0,15.0,73091.0,2923.64
1532,2788,2022-05-26 13:24:31,0,5.0,73241.0,2929.64
1533,2789,2022-05-26 13:24:32,2,5.0,73266.0,2930.64
1534,2790,2022-05-26 13:26:47,2,15.0,73501.0,2940.04
1535,2791,2022-05-26 13:26:48,2,4.0,73526.0,2941.04
1536,2792,2022-05-26 13:26:48,10,15.0,73526.0,2941.04
1537,2793,2022-05-26 13:26:50,10,4.0,73576.0,2943.04
1538,2794,2022-05-26 13:27:29,10,15.0,73771.0,2950.84
1539,2795,2022-05-26 13:27:30,10,4.0,73796.0,2951.84
1540,2796,2022-05-26 13:29:40,10,14.0,74086.0,2963.44
1541,2797,2022-05-26 13:29:45,10,5.0,74211.0,2968.44
1542,2798,2022-05-26 13:30:51,2,14.0,74381.0,2975.24
1543,2799,2022-05-26 13:31:03,2,4.0,74681.0,2987.24
1544,2800,2022-05-26 13:31:24,2,14.0,74906.0,2996.24
1545,2801,2022-05-26 13:31:35,1,15.0,75181.0,3007.24
1546,2802,2022-05-26 13:31:36,2,2.0,75206.0,3008.24
1547,2803,2022-05-26 13:31:40,2,12.0,75306.0,3012.24
1548,2804,2022-05-26 13:32:15,2,3.0,76181.0,3047.24
1549,2805,2022-05-26 13:33:09,2,13.0,76292.0,3051.68
1550,2806,2022-05-26 13:33:15,2,4.0,76441.0,3057.64
1551,2807,2022-05-26 13:34:26,1,14.0,76676.0,3067.04
1552,2808,2022-05-26 13:34:31,2,14.0,76801.0,3072.04
1553,2809,2022-05-26 13:34:43,1,5.0,77101.0,3084.04
1554,2810,2022-05-26 13:34:44,2,5.0,77126.0,3085.04
1555,2811,2022-05-26 13:36:44,4,15.0,77326.0,3093.04
1556,2812,2022-05-26 13:36:53,4,3.0,77551.0,3102.04
1557,2813,2022-05-26 13:38:28,4,13.0,77846.0,3113.84
1558,2814,2022-05-26 13:50:13,3,15.0,78091.0,3123.64
1559,2815,2022-05-26 13:50:20,3,6.0,78266.0,3130.64
1560,2816,2022-05-26 13:51:19,3,16.0,79081.0,3163.24
1561,2817,2022-05-26 13:51:26,3,5.0,79256.0,3170.24
1562,2818,2022-05-26 14:40:10,1,15.0,79777.0,3191.08
1563,2819,2022-05-26 14:40:14,2,15.0,79876.0,3195.04
1564,2820,2022-05-26 14:40:22,1,4.0,80077.0,3203.08
1565,2821,2022-05-26 14:40:23,6,15.0,80102.0,3204.08
1566,2822,2022-05-26 14:40:31,2,4.0,80302.0,3212.08
1567,2823,2022-05-26 14:40:35,6,3.0,80402.0,3216.08
1568,2824,2022-05-26 14:40:51,1,5.0,80681.0,3227.24
1569,2825,2022-05-26 14:41:20,6,13.0,80966.0,3238.64
1570,2826,2022-05-26 14:41:21,6,3.0,80991.0,3239.64
1571,2827,2022-05-26 14:41:33,6,13.0,81291.0,3251.64
1572,2828,2022-05-26 14:41:45,6,4.0,81591.0,3263.64
1573,2829,2022-05-26 14:42:34,6,14.0,81876.0,3275.04
1574,2830,2022-05-26 14:42:36,6,5.0,81926.0,3277.04
1575,2831,2022-05-26 14:50:37,1,15.0,82151.0,3286.04
1576,2832,2022-05-26 14:50:38,1,4.0,82176.0,3287.04
1577,2833,2022-05-26 14:51:25,3,14.0,82431.0,3297.24
1578,2834,2022-05-26 14:51:31,2,14.0,82581.0,3303.24
1579,2835,2022-05-26 14:51:41,3,2.0,82831.0,3313.24
1580,2836,2022-05-26 14:51:43,2,2.0,82881.0,3315.24
1581,2837,2022-05-26 14:54:54,2,12.0,83517.0,3340.68
1582,2838,2022-05-26 14:54:57,3,12.0,83592.0,3343.68
1583,2839,2022-05-26 14:55:14,2,4.0,84016.0,3360.64
1584,2840,2022-05-26 14:55:15,3,5.0,84041.0,3361.64
1585,2841,2022-05-26 14:55:25,3,15.0,84191.0,3367.64
1586,2842,2022-05-26 14:55:27,3,4.0,84241.0,3369.64
1587,2843,2022-05-26 14:55:41,3,14.0,84471.0,3378.84
1588,2844,2022-05-26 14:55:59,3,5.0,84921.0,3396.84
1589,2845,2022-05-26 15:01:45,6,14.0,85151.0,3406.04
1590,2846,2022-05-26 15:01:59,6,3.0,0.0,0.0
1591,2847,2022-05-26 15:02:39,6,13.0,85821.0,3432.84
1592,2848,2022-05-26 15:02:49,6,5.0,86071.0,3442.84
1593,2849,2022-05-26 15:02:54,6,15.0,86196.0,3447.84
1594,2850,2022-05-26 15:03:21,6,5.0,86751.0,3470.04
1595,2851,2022-05-26 15:05:16,10,15.0,86886.0,3475.44
1596,2852,2022-05-26 15:05:17,10,4.0,86911.0,3476.44
1597,2853,2022-05-26 15:06:11,3,15.0,87141.0,3485.64
1598,2854,2022-05-26 15:06:17,6,15.0,87291.0,3491.64
1599,2855,2022-05-26 15:06:20,6,4.0,87366.0,3494.64
1600,2856,2022-05-26 15:06:20,10,14.0,87366.0,3494.64
1601,2857,2022-05-26 15:06:23,3,2.0,87441.0,3497.64
1602,2858,2022-05-26 15:06:28,10,3.0,87566.0,3502.64
1603,2859,2022-05-26 15:07:43,10,13.0,87861.0,3514.44
1604,2860,2022-05-26 15:07:58,10,4.0,88236.0,3529.44
1605,2861,2022-05-26 15:09:01,10,14.0,88331.0,3533.24
1606,2862,2022-05-26 15:09:02,10,5.0,88356.0,3534.24
1607,2863,2022-05-26 15:09:02,6,14.0,88356.0,3534.24
1608,2864,2022-05-26 15:09:06,6,5.0,88457.0,3538.28
1609,2865,2022-05-26 15:13:31,3,12.0,88741.0,3549.64
1610,2866,2022-05-26 15:14:17,3,5.0,89292.0,3571.68
1611,2867,2022-05-26 15:15:07,3,15.0,89521.0,3580.84
1612,2868,2022-05-26 15:15:21,3,2.0,89871.0,3594.84
1613,2869,2022-05-26 15:15:34,6,15.0,90116.0,3604.64
1614,2870,2022-05-26 15:15:36,6,14.0,90166.0,3606.64
1615,2871,2022-05-26 15:17:05,3,12.0,90451.0,3618.04
1616,2872,2022-05-26 15:17:15,3,6.0,90701.0,3628.04
1617,2873,2022-05-26 15:17:34,3,16.0,91016.0,3640.64
1618,2874,2022-05-26 15:17:41,3,5.0,91191.0,3647.64
1619,2875,2022-05-26 15:18:02,6,14.0,91356.0,3654.24
1620,2876,2022-05-26 15:18:04,6,5.0,91406.0,3656.24
1621,2877,2022-05-26 15:39:31,1,15.0,91641.0,3665.64
1622,2878,2022-05-26 15:39:33,1,4.0,91691.0,3667.64
1623,2879,2022-05-26 15:39:56,1,14.0,91946.0,3677.84
1624,2880,2022-05-26 15:40:03,1,5.0,92121.0,3684.84
1625,2881,2022-05-26 15:42:08,3,15.0,92346.0,3693.84
1626,2882,2022-05-26 15:42:10,3,4.0,92396.0,3695.84
1627,2883,2022-05-26 15:45:19,3,14.0,92641.0,3705.64
1628,2884,2022-05-26 15:45:21,3,5.0,92692.0,3707.68
1629,2885,2022-05-26 15:45:25,3,15.0,92792.0,3711.68
1630,2886,2022-05-26 15:45:27,3,4.0,92842.0,3713.68
1631,2887,2022-05-26 15:45:32,3,14.0,92967.0,3718.68
1632,2888,2022-05-26 15:45:36,3,5.0,93067.0,3722.68
1633,2889,2022-05-26 15:51:13,3,15.0,93251.0,3730.04
1634,2890,2022-05-26 15:51:15,3,4.0,93301.0,3732.04
1635,2891,2022-05-26 15:52:01,3,14.0,93531.0,3741.24
1636,2892,2022-05-26 15:52:27,3,2.0,94181.0,3767.24
1637,2893,2022-05-26 15:53:32,3,12.0,94866.0,3794.64
1638,2894,2022-05-26 15:53:46,3,4.0,95216.0,3808.64
1639,2895,2022-05-26 15:53:51,3,14.0,95341.0,3813.64
1640,2896,2022-05-26 15:54:04,3,2.0,95666.0,3826.64
1641,2897,2022-05-26 15:54:24,3,12.0,95986.0,3839.44
1642,2898,2022-05-26 15:54:36,3,5.0,96286.0,3851.44
1643,2899,2022-05-26 15:55:12,3,15.0,96567.0,3862.68
1644,2900,2022-05-26 15:55:22,3,2.0,96816.0,3872.64
1645,2901,2022-05-26 15:55:34,3,12.0,97116.0,3884.64
1646,2902,2022-05-26 15:55:44,3,6.0,97366.0,3894.64
1647,2903,2022-05-26 15:55:52,3,16.0,97566.0,3902.64
1648,2904,2022-05-26 15:55:57,3,5.0,97691.0,3907.64
1649,2905,2022-05-26 15:57:31,10,15.0,97922.0,3916.88
1650,2906,2022-05-26 15:57:33,10,4.0,97972.0,3918.88
1651,2907,2022-05-26 15:59:12,10,15.0,98246.0,3929.84
1652,2908,2022-05-26 15:59:14,10,4.0,98296.0,3931.84
1653,2909,2022-05-26 15:59:15,10,15.0,98321.0,3932.84
1654,2910,2022-05-26 15:59:18,10,4.0,98396.0,3935.84
1655,2911,2022-05-26 15:59:31,10,14.0,98641.0,3945.64
1656,2912,2022-05-26 15:59:33,10,5.0,98691.0,3947.64
1657,2913,2022-05-26 16:00:40,10,14.0,98906.0,3956.24
1658,2914,2022-05-26 16:00:43,10,14.0,98981.0,3959.24
1659,2915,2022-05-26 16:00:46,10,5.0,99056.0,3962.24
1660,2916,2022-05-26 16:00:48,10,5.0,99106.0,3964.24
1661,2917,2022-05-26 16:00:54,2,14.0,99256.0,3970.24
1662,2918,2022-05-26 16:01:03,2,5.0,99481.0,3979.24
1663,2919,2022-05-26 16:05:54,6,15.0,99716.0,3988.64
1664,2920,2022-05-26 16:05:59,6,5.0,99841.0,3993.64
1665,2921,2022-05-26 16:10:38,2,15.0,100096.0,4003.84
1666,2922,2022-05-26 16:10:41,3,15.0,100171.0,4006.84
1667,2923,2022-05-26 16:10:47,3,6.0,100321.0,4012.84
1668,2924,2022-05-26 16:10:56,2,4.0,100546.0,4021.84
1669,2925,2022-05-26 16:11:05,3,16.0,100771.0,4030.84
